Site,Job Title,Company,Location,Link,Description
Indeed,UI/ Visual Designer,Cochlear Ltd,Sydney NSW,https://au.indeed.com/rc/clk?jk=93e6e37133f14834&fccid=68f428927cea8edc&vjs=3,"UI/ Visual Designer
 
   
   
  Job no: 615901
   
  Work type: Permanent
   
  Location: Sydney
   
  Categories: IT, User Experience Design
   
  
 
  
   Flexible working arrangements 
   Contribute to the Cochlear Ecosystem 
   Attractive salary package 
   
  Cochlear is looking for an experienced UI/ Visual Designer to join their Team in Macquarie Park, Sydney. 
   This role will be developing experience and visual designs through research, sketches, mock-ups, interactive prototypes and finished visual designs.
    Responsibilities include 
  
   Creating suitable visual designs and design artefacts to ensure the products are on brand as well as intuitive and delightful to use 
   Facilitating the exploration of the design space to identify suitable design solutions to the problems identified. 
   Validating proposed design solutions through usability testing 
   Advocating best practice and contribute to building a culture of human-centred design at Cochlear
  
   
   
   Essential Skills 
   
   Demonstrated experience creating UI/UX and visual designs for digital products and services across a number of digital platforms (web and native mobile app design on iOS and Android) 
   Experience using UX design and documentation tools for prototyping, persona creation, journey mapping, experience canvas, epics/user stories, usability testing and analysis, and stakeholder presentations 
   Track record of designing and delivering successful customer focused solutions endorsed by the users 
   Experience in working closely with design Systems 
   Experience working in teams using Agile delivery methodology  Excellent communication and interpersonal skills 
   The Ability to present to stakeholders and sell a design strategy 
   
  For more information: 
   Ralph Hitti 
   Talent Acquisition Specialist 
   rhitti@cochlear.com 
   Cochlear Summary 
   Cochlear is the global leader in implantable hearing solutions, bringing people all over the globe into the world of sound. Our technology connects people to life's possibilities and to the people who matter most. We’re collaborating so we can provide hearing for as many people as we can, now and into the future. Cochlear continues to invest in research and development, so we can keep providing the best products and services to our customers. 
   If you feel that you have the skills and experience to be successful in this role and take on new challenges to build your career with Cochlear, please start your application by clicking the apply button below. 
   #CochlearCareers 
   At Cochlear we value and welcome the unique contributions, perspectives, experiences and backgrounds of our employees and aim to build a culture that celebrates and leverages these differences, creating a sense of belonging and enabling our people to realise their full potential. We offer flexible working arrangements, and we understand flexibility is not the same for everyone. We're open to a conversation about what flexibility means for you.
   
   
  
 Advertised: 14 Apr 2023 AUS Eastern Standard Time Anticipated Application Closing: 30 Apr 2023 AUS Eastern Standard Time"
Indeed,UI Designer,Neara,Remote in Sydney NSW,https://au.indeed.com/rc/clk?jk=3038af2bb3b478c1&fccid=8f1e9c757d66675c&vjs=3,"WHAT YOU WILL DO 
  As our UI Designer, you will play a key role in creating a user-friendly interface for a complex engineering product. You will work closely with the UX designer to formalise conclusions drawn by research, and high level requirements. You will also exercise collaboration in a cross-functional team environment, with our product, engineering and marketing teams. The role requires consistency in design, attention to detail and exceptional creativity. 
  As part of this, you will be required to: 
  
  Create, build out and maintain design guidelines / pattern library 
  Execute all visual design stages from concept to final hand-off to engineering 
  Embed yourself into the development teams as the source of truth on the customer 
  Advocate user-centred design principles 
  Ensure consistency and best practice across the product 
  Turn UX research insights into productised components and reduce development effort through reusable components 
  
 WHO YOU ARE 
  You're degree qualified in Design Computing, Industrial design or similar. You have a minimum of 3 years experience under your belt and can demonstrate your key achievements with a strong portfolio. 
  You're a self-learner, with an innate intellectual curiosity as well as exceptional attention to detail. You're also an effective communicator and problem solver who is able to work cross-functionally within a complex domain. 
  You have or will demonstrate the ability to be: 
  
  Demonstrable UI design skills with a strong portfolio 
  Solid experience in creating wireframes, storyboards, user flows, process flows and site maps 
  Proficient in Axure, Figma and Adobe Creative Suite or similar 
  Proficient in HTML5, CSS3, and JavaScript for rapid prototyping 
  Up-to-date with the latest UI trends, techniques, and technologies 
  A strong technical ability, practical approach and creative problem-solving aptitude 
  The ability to work under pressure and be receptive to constructive criticism 
  Exposure to Geospatial, Visual Mapping or Engineering is a plus, though not required 
  Experience working in an Agile/Scrum development process 
  
 
  WHO WE ARE 
   Neara is a high-growth, venture-backed Series B stage climate-tech company headquartered in Sydney, Australia. We work with 75% of the utilities in Australia and New Zealand and are growing rapidly across the US and Europe. 
   Our mission is to help utilities future-proof their infrastructure and prepare for anything — from systematic risks to severe weather and a clean energy future, so that they can protect their assets, teams, and communities. Utilities count on our 3D digital network model to simulate hundreds of variables to help them understand how their network will respond to any scenario and prepare accordingly. 
   We're proud to be helping utilities accelerate their clean energy transition by removing some of the biggest blockers to their decarbonization goals. With Neara, utilities can 2x their network capacity to make room for more clean energy, accelerate new transmission design by 85%, and reduce their carbon footprint by replacing field visits with stunningly accurate digital network surveys. 
   WHAT WE ARE OFFERING YOU 
   
   Competitive salary, plus equity options 
   Flexible hours and working arrangements 
   Significant opportunity for career development and acceleration 
   A dynamic environment, exceptional leadership team and high-performance culture 
   A centrally located office, minutes from a train station
  
   
  
 
 
  To apply, please use the online application link below. For additional information or to arrange a confidential discussion, please email talent@neara.com. 
   Neara values diversity, belonging and equal employment opportunities. We encourage individuals from all backgrounds to apply. Please note, you will require current and unrestricted working rights. All applicants will receive an update on their application within 7-10 working days. 
   No agencies or third party service providers please."
Indeed,Digital Designer (UI/UX/Web),Notitia Consulting,Remote in Melbourne VIC,https://au.indeed.com/company/Notitia-Consulting/jobs/Digital-Designer-087a58c661c7c1b1?fccid=65a0fc9e4581a034&vjs=3,"Company Overview:
We are a design and data analytics company that specialises in developing digital products, and providing expert advisory over all things data. Our client base ranges across all industries, of all sizes, and we’re committed to building solutions our clients love interacting with.
Job Overview:
We are seeking a talented all-rounded Digital Designer to join our team. In this role, you will be responsible for creating intuitive and visually appealing designs for our digital products and have a keen eye for design. You will work closely with our Directors, Project Managers, Design & Dev team and other stakeholders to ensure that our solutions meet the needs of our clients. You will also be responsible for the creation of graphic assets using the Adobe CC suite or Figma and maintenance of the company website (Webflow CMS). There will be room for you to bring your own touch and design style to the role.
Responsibilities:

 Develop intuitive and visually appealing designs for our digital products
 Create wireframes and graphics
 Website maintenance and visual design
 Conduct user research to understand user needs and preferences
 Collaborate with clients, developers, and other stakeholders to develop product features and enhancements
 Conduct basic usability testing and iterate on designs based on user feedback
 Develop and maintain design systems to ensure consistency across all products
 Stay up-to-date with emerging design trends and technologies
 Designing and creating digital content for websites, social media and other digital channels as well as creating graphic assets
 Developing and implementing design strategies that align with the brand's overall objectives
 Document formatting

Requirements:

 Degree in Digital Design, Interactive Design, or related field. Or self-taught with a substantial portfolio that shows strength of skills.
 Experience with design software: Figma ideal and/or the Adobe Creative Suite or Sketch.
 Strong portfolio of design work that demonstrates your technical skills and keen eye for design as well as UI/UX skills
 Strong communication and collaboration skills with the confidence to speak up during meetings and to assist with client design workshops
 Front-end development knowledge (HTML, CSS and JS) highly desirable
 Graphic design and branding knowledge favourable
 Experience working in an agile development environment favourable

If you are passionate about designing innovative and user-friendly interfaces for digital products, and you have the skills and experience we are looking for, we would love to hear from you.
We offer:

 Competitive salary
 Supportive team & environment
 Training & development
 Owning and working on projects that genuinely make a difference
 Hybrid WFH / Office setup (Mondays are the 1 day a week requirement to be in Melb CBD office but you will have 24hr access to the office space)
 Option to work 4 days part-time or 5 days full-time

Please apply using the link or email your resume to careers@notitia.consulting*please include your portfolio
See our website to find out more:
https://www.notitia.consulting/
Job Types: Full-time, Part-timePart-time hours: 32-40 per week
Salary: $60,000.00 – $78,000.00 per year
Benefits:

 Maternity leave
 Parental leave
 Professional development assistance
 Work from home

Schedule:

 Monday to Friday

Supplemental pay types:

 Bonus

Ability to commute/relocate:

 Melbourne, VIC: Reliably commute or planning to relocate before starting work (Required)

Work Authorisation:

 Australia (Required)

Application Deadline: 10/05/2023"
Indeed,UX/UI Designer,Soprano Design,North Sydney NSW 2060,https://au.indeed.com/rc/clk?jk=724ec4c7baf5e4b5&fccid=1bcd184266077e8a&vjs=3,"WHY
  
  To create elegant, seamless and user-friendly experience and designs for our customers so that they continue to use our products with ease and achieve their business goals
  
  
 JOB DESCRIPTION 
  You are responsible for the design and implementation of all the experiences a user has when interacting with Soprano products. You will work closely with our product team and/or development team to ensure seamless UI design and the successful implementation of UI/UX best practices and principles across all our Soprano products.
  
  You will liaise within the product team to ensure that the requirements are being met, achieving a deep understanding of customer needs, and engaging with the software development team to understand what is possible with the technology. Key element of the delivery includes wireframes, screen renders, screen text, navigation designs, artwork, and CSS to name a few.
  
  As a position of responsibility, it is expected that the duties of this role are conducted with limited direct and day to day supervision and are executed meeting Soprano quality, functional and schedule expectations.
  
  
 KEY RESPONSIBILITIES
  
 
   Partner and collaborate with the product and engineering teams to build experiences and features which lead to customer success and delight.
   Investigate and develop a deep understanding of customer needs to craft product changes that really have an impact to improve customer experience through UI.
   Move quickly, iterate rapidly, and expertly strike that important balance between art and data-driven decision-making.
   Produce high-quality UX design solutions through wireframes, visual and graphic designs, flow diagrams, storyboards, site maps, and prototypes.
   Prototyping, iterating designs based on feedback from customers and business stakeholders
   Use paper, InVision and Sketch to create concepts and prototype product ideas to be able to test with customers and gain feedback from business stakeholders.
   Iterate designs based on feedback to ensure product changes have real impact
   Carrying out user testing, synthesising results to form design guidelines
   Deeper understanding of designing UX considering Accessibility requirements adhering to WCAG 2.0 and other similar global standards. Prepare and perform WCAG 2.0 and Section 508 testing when required
   Provide advice and guidance on the implementation of UX research methodologies and testing activities to analyze and predict user behavior.
   Participate in and validate usability testing.
   Conduct usability labs if required.
   Visual thinking and problem-solving.
   Qualitative and quantitative research methods and know how to apply them in a Design Thinking-like process Understand how to navigate cognitive biases to drive the best outcomes for the business
 
  SKILLS AND EXPERIENCE
  
 
   A bachelor's degree and a minimum of 2+ years UI/UX design experience for digital products or services
   You're a strong all-rounder. From discovery and envisioning right through to working with engineering to get the product built.
   Design thinking is built into your DNA, but you also know how to execute and get things done. You'll be thinking about some of our trickiest and most interesting challenges, and constantly driving to improve the way we do things and improve our processes.
   You like to deliver real results and work fast. You know how to iterate quickly on concepts, and think in terms of “hours and days,” not “weeks and months
   You should be comfortable with an evidence-based approach to product design.
   Experience designing and testing WCAG 2.0 and Section 508 compliant software
   A strong working knowledge of HTML, CSS and experience in using design software such as Sketch, InVision, Visio, iOS, Android, Design Systems, and Adobe Creative Suite
   Proficiency in relevant testing software (AMP, ANDI, aXe, WAVE, NVDA, JAWS)
   Excellent written and oral communication skills."
Indeed,UX Designer,Macquarie Group Limited,Sydney NSW,https://au.indeed.com/rc/clk?jk=c13b164e275e7ede&fccid=c4fbc8d763b3f3b5&vjs=3,"It is an exciting time at Macquarie Bank as we look to expand our team of experienced designers, Business Analysts and Subject Matter Experts. 
      As a UX Designer you will drive design activities for major features but also work incrementally to optimise and enhance the customer experience. Collaborating with a dynamic team of designers, researchers, business analysts, you will build a shared user research platform, facilitate ideation, research and validation and then share this with the wider team. Finally, you will collaborate closely with developers to understand the feasibility of your ideas and then bring them to life. 
      In this role you will: 
      
      Gather ideas from stakeholders, such as UX, UI and Service Designers, Product Owners, Business Analysts, Architects, Engineers and other experts across the business, through workshops, kick offs and feedback sessions 
      Collaborate with developers from early stage to pre-launch to generate feasible concepts and solutions 
      Design and facilitate workshops and co-creation sessions for ideation and iteration 
      Identify insights from customer research through unmoderated and moderated techniques, interviews, surveys and assist with research recruitment 
      Bring your research to life through personas, customer journeys, service blueprints, stories or scenarios and wireframes 
      Iterate your designs with feedback from user research and testing 
      Work with the team to identify an incremental way to build out designs in a way that can be measured and learned from 
      Synthesise and communicate your findings and recommendations to stakeholders in the team and across the company 
      
     What we're looking for: 
      
      Designers who thrive in a collaborative team, with excellent communication and interpersonal skills 
      Passionate design advocates, committed to best practice, process improvements and sharing ideas and inspiration within the team 
      Problem solvers who love big challenges, tackle them using a collaborative workflow, with the customer front of mind 
      If this sounds like you, please send a CV and portfolio. We’d like you to be able to show your abilities to us in an interview, through your portfolio showcasing experience where you have previously shipped UX design for digital products. 
      
     Design at Macquarie Bank 
      The design function and Macquarie, headed by our Chief Design Officer, helps envision and deliver how customers experience our various products and services across multiple digital channels. We span across the full design spectrum, from early-stage conceptual design and research to delivering pixel-perfect interfaces on our digital platforms. We follow a human-centered, data-led approach to design and seek to win by collaborating with our partners and helping deliver exceptional customer experiences as a team. 
      Our commitment to Diversity, Equity and Inclusion 
      The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways. 
      We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.
    
     
     
     
    
   
   
    
     
      About Macquarie 
      
      A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future. 
      Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 19,200+ employees and offices in 34 markets around the world, we’re a truly global organisation. 
      You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference. 
      Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.
       
       
     
    
    
    
     
      Job no: COG-972352
       
      Work type: Permanent - Full time
       
      Location: Sydney
       
      Category: Technology, Private Banking & Wealth Management, Projects, Improvements & Change, Research, Retail Banking, Strategy & Change, Other, User Experience & Design
       
      Group: Corporate Operations Group
       
      Division: Technology
       
      Recruiter: Leanne Harrington
       
      Opening Date: 29/3/2023"
Indeed,Graduate | Quality Assurance Engineer (@Tech Startup) [douj],Hatch,Sydney NSW,https://au.indeed.com/company/Hatch/jobs/Quality-Assurance-Engineer-4266a0d8803b558b?fccid=0ac3b933f5c5f8e3&vjs=3,"** This role is at Bizcover (not for Hatch)
Hatch is supporting Bizcover to find a great Graduate | Quality Assurance Engineer to join their software engineering team. Hatch exists to level the playing field for people as they discover a career that’s right for them. We model this in our hiring process for our partners like Bizcover.
Applying here is the first step in the hiring process for this role.
About the role at Bizcover
You will be joining our growing technology team as Junior QA Engineer. We are looking for a talented Junior Quality Assurance Engineer to collaborate with the various team members to improve quality through automation, tools, and processes. You would be involved in automating test scenarios and manual testing of user stories with the aim of improving overall quality in both the current and new platform being built.
Seniority
Entry Level - A role for someone with underlying potential, good motivation and ability to learn. Typically no direct experience is required.
Core Responsibilities

 Testing and QA - Ensure high quality work by testing code meets the requirements
 Scripting and Automation - Develop scripts and automated workflows to improve the efficiency and accuracy of repeated tasks
 Test Engineering - Create and implement code tests and software test automation

Strengths

 Collaboration - Works with others by being open, clear in communication and listening to achieve goals
 Numerical problem solving - Works with numerical information and performs mathematical calculations to solve problems
 Attention to detail - Accurately identifies and rectifies discrepancies or errors that exists in information and deliverables

Hatch exists to level the playing field for people as they discover a career that’s right for them. We model this in our hiring process for our partners like Bizcover.
Applying here is the first step in the hiring process for this role.
Note: This role is with Bizcover, you will not be applying for a role at Hatch
We do not discriminate on the basis of gender identity, sexual orientation, cultural identity, disability, age, or any other non-merit factors. To put it simply, Hatch is for everyone.
Job Type: Full-time
Salary: $70,000.00 – $90,000.00 per year
Schedule:

 Day shift"
Indeed,Senior Test Engineer,WooliesX,Darlinghurst NSW 2010,https://au.indeed.com/rc/clk?jk=58f2cabddb2e7ac7&fccid=15548447ec7007e4&vjs=3,"Senior Test Engineers work collaboratively with teams in developing a quality assistance culture, supporting the product development process by ensuring high quality deliverables and enabling satisfying customer experience. 
  
  Role responsibility: 
  
  
   Work collaboratively in cross-functional teams to develop a strong understanding of the systems and testing objectives 
   Design, create, analyse and execute manual and automated tests both for the sprint as well as regression testing 
   Support production deployment of applications 
   Ability to write clear bug reports quickly and concisely and collaborate with developers to get them fixed 
   Carry out exploratory testing within an Agile environment  
  
  Our Ideal Candidate: 
  
  You are driven by a customer mission and passionate about being part of a tribe of great people. Whether you love design, technology, engineering, you're active in the community that sits around it. We're looking for someone that's technically minded. You should be comfortable programming, looking at code, querying a database, etc. 
  
  Essential Skills: 
  
   At least 8-9 plus years of Functional and Automation testing experience (ISTQB certification is desirable) 
   Experience in open-source automation tools such as Selenium,Cypress and Cucumber. 
   Solid understanding of Object-Oriented development practices using C# and/or other similar ones. 
   Experience with Unit Testing frameworks such as Nunit/Xunit/TestNG 
   Experience using C# other similar languages 
   At least 4 plus years of UI/API Automation framework experience 
  
  
  Highly desired skills: 
  
   Experience in working on automation frameworks from scratch 
   Writing automation scripts and analysis 
   Experience using C# other similar languages 
   Experience in API testing tools like postman 
   Exposure to Agile testing processes. 
  
  
  Chapter time: Collaborate with the QA chapter and uplift and thought lead testing practices and 
  
   Culture in the team 
   Chapter time; Provide support in the hiring process 
   Chapter time; upskilling, cross skilling 
  
  
  Grow with the Group  
  As an inclusive, team-first company, our people are at the core of everything we do.  
  We care deeply about creating a workplace where our team members feel valued, respected and empowered. We are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage. We are proud to be recognised as a Gold Tier Employer in the Australian Workplace Equality Index for LGBTQ+ inclusion and as an Employer of Choice for Gender Equality by the Workplace Gender Equality Agency.  
  As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.  
  We value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing.  
  We work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other.  
  We’d love to hear from You  
  If you meet a number of the requirements, but not all, we encourage you to submit your application. 
  #LI-Hybrid #Work180"
Indeed,Junior Software Engineer [gp17],Hatch,Sydney NSW,https://au.indeed.com/company/Hatch/jobs/Junior-Software-Engineer-5f882da9fd5e7dee?fccid=0ac3b933f5c5f8e3&vjs=3,"** This role is at Biza.io (not for Hatch)
Hatch is supporting Biza.io to find a great Junior Software Engineer to join their software engineering team. Hatch exists to level the playing field for people as they discover a career that’s right for them. We model this in our hiring process for our partners like Biza.io.
Applying here is the first step in the hiring process for this role.
About the role at Biza.io
You will work with the senior engineering staff to implement features, bug fixes and automated tests across our technically-challenging and security-critical software suite. You will engage with customers at a first-level support basis, answering queries that you are able and routing questions that you cannot answer to the relevant senior engineers. This role is part of a small, fast paced team and will require you to function productively in a highly autonomous environment.
This is a role with a specialised domain that has a mix of design, development, testing and support where you will not have all of the answers to begin with. Senior Engineers will be responsible for mentoring you and encouraging your growth but it is imperative that you are eager and open to asking for help when you aren’t sure.
Required - Java, PostgreSQL, Linux, React and/or Angular (we have both, but standardising on React).
Seniority
Junior - A role for someone with some basic skills, good motivation and ability to learn. Typically up to 2 years of experience is required.
Core Responsibilities

 Testing and QA - Ensure high quality work by testing code meets the requirements
 Backend application development - Develop, test, and maintain software applications
 Frontend Application Development - Develop, test, and maintain the user-side elements of a website or app

Strengths

 Results orientation - Focuses on outcomes and the steps it takes to achieve them
 Critical thinking - Identifies and synthesizes patterns and trends amongst various sources of information to reach a meaningful conclusion, perspective or insight
 Problem solving - Identifies problems and develops logical solutions that address the problems

Hatch exists to level the playing field for people as they discover a career that’s right for them. We model this in our hiring process for our partners like Biza.io.
Applying here is the first step in the hiring process for this role.
Note: This role is with Biza.io, you will not be applying for a role at Hatch
We do not discriminate on the basis of gender identity, sexual orientation, cultural identity, disability, age, or any other non-merit factors. To put it simply, Hatch is for everyone.
Job Type: Full-time
Salary: $50,000.00 – $100,000.00 per year
Schedule:

 Day shift"
Indeed,Manual Software Tester (Australian),Atlantis It consulting,Sydney NSW+1 location,https://au.indeed.com/company/Atlantis-IT-Consulting/jobs/Software-Test-Engineer-4035e94cea25ba47?fccid=c5b5900de377cd77&vjs=3,"sponsibilities include:
Analyzing the technical characteristics of equipment systems
Evaluating written code to ensure it meets project specifications
Developing quality assurance strategies and organizing phased testing with QA engineers
Monitoring errors in the system and discussing them with other colleagues
Helping with bug detection and fixing
Conducting product testing after its presentation
Testing and analyzing the results
Collaborating on quality assurance within a team
Job Types: Full-time, Permanent
Salary: From $72,588.91 per year
Benefits:

 Salary packaging

Schedule:

 Day shift

Supplemental pay types:

 Annual bonus
 Overtime pay
 Performance bonus

Ability to commute/relocate:

 Sydney, NSW: Reliably commute or planning to relocate before starting work (Required)

Work Authorisation:

 Australia (Preferred)

Speak with the employer+91 6304681585"
Indeed,Mobile QA Engineer,Cash App,Remote in Victoria,https://au.indeed.com/rc/clk?jk=e2dd609abeee3f6e&fccid=23ddedaf27ad006f&vjs=3,"Company Description  It all started with an idea at Block in 2013. Initially built to take the pain out of peer-to-peer payments, Cash App has gone from a simple product with a single purpose to a dynamic ecosystem, developing unique financial products, including Afterpay, to provide a better way to send, spend, invest, borrow and save to our 47 million monthly active customers. We want to redefine the world’s relationship with money to make it more relatable, instantly available, and universally accessible. This is our mission, and it’s why working at Cash App means so much more than a job.  Today, Cash App has thousands of employees working globally across office and remote locations, with a culture geared toward innovation, collaboration and impact. We’ve been a distributed team since day one, and many of our roles can be done remotely from the countries where Cash App operates. No matter the location, we tailor our experience to ensure our employees are creative, productive, and happy.  Check out our locations, benefits, and more at cash.app/careers! 
 

 Job Description
  As a Mobile QA Engineer on Cash, you'll be responsible for the planning, design, development, and execution of manual and automated test suites for Cash. You'll work collaboratively with members of the release management organization, and product & engineering teams to create smoke, regression & feature test suites, and plan for automated solutions to execute and validate against every build.
  You will:
 
   Review PRDs, functional and design specifications and prepare test plans
   Work closely with cross-functional peers to develop manual and automated test suites for existing & new features
   Strategically introduce and optimize testing processes by defining testing standards and leading scalable solutions to testing bottlenecks
   Integrate with CI systems, parallelize automated test execution, including execution in device cloud
   Work with QA & Release Managers to certify a release and investigate issues from Early Access Program
   Be a strong quality advocate on behalf of Cash App members, working closely with software engineers, DevOps, designers, and product managers to release high quality products
 
 
 

 Qualifications
  You have:
 
   Manual and automation testing experience across modern technology stacks
   A deep understanding of test plan creation, test suite development/execution and defect debugging/tracking/management
   A commitment to creating clear and concise test suites from specifications or test case
   Proficiency with manual testing at different layer of the application (web, app, API, backend) across both desktop and mobile surfaces
   Experience developing and maintaining automated tests using UI and/or API based test frameworks, development environments, and CI/CD tools
   A proven record of prioritizing and coordinating work across a large number of product teams (including Engineering, QA, Product Management and Design teams)
   Experience in code/scripting language such as Python or Ruby or Java
   Experience working with CI systems in an Agile / Scrum development environment
 
  Technologies we use:
 
   Jira and TestRail for test/defect management
   Java, Selenium WebDriver, Appium, JUnit, TestNG, and Gradle for UI test automation
   Jenkins/CircleCI, GCP, Docker for infrastructure and CI/CD integration
   SauceLab and AppliTool for cross platform and visual validation
   PAW/Postman, Cucumber, Gherkins, Hemcrest for API-based testing
   Charles Proxy, Android Studio, XCode, iOS/Android simulator/emulator for native testing and debugging
 
  Additional Information
 
  We’re working to build a more inclusive economy where our customers have equal access to opportunity, and we strive to live by these same values in building our workplace.
  Block is a proud equal opportunity employer. We work hard to evaluate all employees and job applicants consistently, without regard to race, color, religion, gender, national origin, age, disability, pregnancy, gender expression or identity, sexual orientation, citizenship, or any other legally protected class.
  We believe in being fair, and are committed to an inclusive interview experience, including providing reasonable accommodations to disabled applicants throughout the recruitment process. We encourage applicants to share any needed accommodations with their recruiter, who will treat these requests as confidentially as possible.
  Learn more about our efforts to promote inclusion and diversity at block.xyz/inclusion
  Block, Inc. (NYSE: SQ) is a global technology company with a focus on financial services. Made up of Square, Cash App, Spiral, TIDAL, and TBD, we build tools to help more people access the economy. Square helps sellers run and grow their businesses with its integrated ecosystem of commerce solutions, business software, and banking services. With Cash App, anyone can easily send, spend, or invest their money in stocks or Bitcoin. Spiral (formerly Square Crypto) builds and funds free, open-source Bitcoin projects. Artists use TIDAL to help them succeed as entrepreneurs and connect more deeply with fans. TBD is building an open developer platform to make it easier to access Bitcoin and other blockchain technologies without having to go through an institution."
Indeed,Software QA Engineer,IGT Australia Pty Ltd,Macquarie Park NSW,https://au.indeed.com/rc/clk?jk=4646b58f99a95d3e&fccid=955eddb9108f2671&vjs=3,"An outstanding opportunity exists to join a global market leader and dominant force in the Australian gaming market. IGT is the world leader in the design, development and manufacture of gaming products and systems. IGT Australia provides a range of gaming products, systems and services to the Club, Hotel and Casino industries. 
  IGT is searching for a Software Quality Assurance Engineer to join our Sydney based team. In this role, you will be responsible for game QA testing, game submissions and in-house technical support. 
  The role 
  
  Undertake product functional and quality assurance testing according to test plan. 
  Review and verification of product issues reported from external third-party test lab. 
  Collaboration with other test engineers – both internal and external. 
  Assist with testing of new game features during the development process. 
  Prepare technical documentation and submission of products to third-party test lab. 
  Provide in-house technical support to internal development teams such as, set up and configuration of gaming machines and peripherals. 
  
 The successful candidate will enjoy working within a collaborative team environment and value supporting others. They will be a keen to learn person who also has a high level of thoroughness and accuracy when accomplishing tasks. 
  What additional skills will help you stand out? 
  
  Bachelor's degree in Computer Science, Computer Engineering, or similar technical field. 
  Experience in QA roles with a passion for quality and continuous improvement of product. 
  Ability to communicate effectively with cross-functional and cross-geography teams. 
  Knowledge of software testing life cycle. 
  
  An extra bonus if you have: 
  
  Gaming industry experience. 
  Experience with hardware setup and testing of gaming machines and/or systems. 
  Knowledge of test plan development, technical documentation and software test tools. 
  Exposure to Jira and Confluence. 
  
  IGT offers in return: 
  
  An opportunity to participate in a creative, fun and exciting industry. 
  A competitive remuneration package. 
  Flexible work arrangements. 
  An inclusive and informal work environment. 
  Active lifestyle subsidy program. 
  Opportunities for career growth and development in a large global organisation.
 
  
  
  If you feel you possess the necessary attributes for this full-time opportunity or know someone who may, please send cover letter and resume to ozcareers@igt.com"
Indeed,"Quality Assurance Engineer, TikTok LIVE- Australia",TikTok,Sydney NSW,https://au.indeed.com/rc/clk?jk=460a1e961f2943c7&fccid=caed318a9335aac0&vjs=3,"Responsibilities 
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. 

 At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. 

 The TikTok Live QA team has been focusing on the high quality and the best user experience of TikTok Live products. Our team uses advanced autotesting tools and comprehensive quality assurance methods to continuously control the delivery of products. We are looking for passionate Quality Assurance engineers to join this fast growing industry. 

 
Responsibilities:
 1. Responsible for the quality assurance of TikTok's Live revenue products. 
2. Deeply involved in the product development process, coordinate with global R&D Center to continuously deliver products with high quality. 
3. Improve product quality and efficiency through technical means such as tool platform development, automated testing and performance testing. 
4. Prospective technology research and application, applying appropriate technology to improve business quality. 
Qualifications 

 
Qualifications:
 1. BS/MS degree in Computer Science or equivalent majors, with at least 3 years of native or backend testing experience. 
2. Good computer foundation, master at least one of the programming languages: Java/Objective-C/Python/Golang. 
3. Abilities to design and execute complete testing plans for complex projects; 
4. Good logical thinking and team communication skills; 
5. Having systematic work experience in automated testing, performance testing, and quality system construction is preferred. 

 TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. 

 In the spirit of reconciliation, TikTok acknowledges the Traditional Custodians of country throughout Australia and their connections to land, sea and community. We pay our respect to their Elders past and present and extend that respect to all Aboriginal and Torres Strait Islander peoples today."
